;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:20/01/2023 at 09:54:00
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE9-ES-C (s/n:835971)  VG2.54 (s/n:547613)
;Channel B:Vega Pyroelectric PE9 (s/n:574745)  VG2.54 (s/n:833869)

;Channel A:Details
;Name:PE9-ES-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:20.0uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0us
;Settings:Threshold:Min

;Channel B:Details
;Name:PE9
;Graph Color:RGB(245,86,16)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:200uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:30uS
;Settings:Threshold:N/A

;Channel A:Statistics
;Min:7.410uJ             
;Max:12.11uJ             
;Average:10.08uJ             
;Std.Dev.:755.4nJ             
;Overrange:0                   
;Total Pulses:4050                

;Channel B:Statistics
;Min:45.60uJ             
;Max:66.70uJ             
;Average:57.43uJ             
;Std.Dev.:3.683uJ             
;Overrange:0                   
;Total Pulses:4050                
;--------------------


;First Pulse Arrived : 20/01/2023 at 09:54:03
  Timestamp   	  Channel A  	  Channel B  	
        13.861	  1.059e-05 	  5.900e-05 	
        13.879	  1.106e-05 	             	
        13.881	             	  6.200e-05 	
        13.900	  9.990e-06 	  5.950e-05 	
        13.919	  9.970e-06 	  5.810e-05 	
        13.939	  1.028e-05 	             	
        13.941	             	  5.950e-05 	
        13.961	  1.069e-05 	  6.010e-05 	
        13.979	  1.045e-05 	  5.920e-05 	
        14.000	  1.007e-05 	  5.930e-05 	
        14.019	  1.013e-05 	  5.860e-05 	
        14.040	  1.039e-05 	  5.900e-05 	
        14.060	  1.063e-05 	  5.950e-05 	
        14.080	  1.020e-05 	  5.970e-05 	
        14.099	             	  5.860e-05 	
        14.101	  1.035e-05 	             	
        14.120	  1.120e-05 	  6.150e-05 	
        14.140	  1.064e-05 	  6.120e-05 	
        14.161	             	  6.050e-05 	
        14.162	  1.054e-05 	             	
        14.180	  9.790e-06 	  5.820e-05 	
        14.200	             	  5.900e-05 	
        14.202	  1.006e-05 	             	
        14.221	  1.034e-05 	  5.950e-05 	
        14.239	  1.062e-05 	  5.950e-05 	
        14.261	  1.053e-05 	  5.950e-05 	
        14.281	  1.115e-05 	  6.130e-05 	
        14.299	  1.082e-05 	  6.040e-05 	
        14.321	  1.097e-05 	  6.150e-05 	
        14.339	  1.019e-05 	  5.880e-05 	
        14.361	  1.074e-05 	  6.010e-05 	
        14.380	  9.900e-06 	             	
        14.381	             	  5.840e-05 	
        14.400	  1.083e-05 	  5.970e-05 	
        14.420	  1.073e-05 	  6.020e-05 	
        14.439	  1.109e-05 	  6.260e-05 	
        15.702	  1.113e-05 	  6.200e-05 	
        15.720	  9.720e-06 	  5.690e-05 	
        15.741	  1.011e-05 	  5.680e-05 	
        15.759	  9.920e-06 	  5.750e-05 	
        15.780	  9.830e-06 	  5.630e-05 	
        15.799	  9.260e-06 	  5.370e-05 	
        15.820	  9.430e-06 	  5.420e-05 	
        15.840	  1.002e-05 	  5.600e-05 	
        15.860	  1.016e-05 	  5.740e-05 	
        15.880	  1.029e-05 	             	
        15.882	             	  5.790e-05 	
        15.899	  1.138e-05 	  6.220e-05 	
